m,TagName,
"2016-11-01 00:00:00","java","15663"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6091"
"2016-11-01 00:00:00","php","11968"
"2016-11-01 00:00:00","r","3562"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13856"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19817"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10692"
"2016-12-01 00:00:00","php","11489"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13061"
"2016-12-01 00:00:00","c++","5235"
"2016-12-01 00:00:00","swift","3941"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14581"
"2017-01-01 00:00:00","c#","11694"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21419"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","php","12641"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14295"
"2017-01-01 00:00:00","r","3493"
"2017-02-01 00:00:00","python","14783"
"2017-02-01 00:00:00","java","14582"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21194"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11500"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1628"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5172"
"2017-02-01 00:00:00","php","12518"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6230"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12993"
"2017-03-01 00:00:00","java","17325"
"2017-03-01 00:00:00","python","17136"
"2017-03-01 00:00:00","perl","414"
"2017-03-01 00:00:00","javascript","23725"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14086"
"2017-04-01 00:00:00","c#","11096"
"2017-04-01 00:00:00","c","2858"
"2017-04-01 00:00:00","c++","5885"
"2017-04-01 00:00:00","python","15648"
"2017-04-01 00:00:00","javascript","21252"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12438"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15940"
"2017-04-01 00:00:00","swift","3924"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16352"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","php","13049"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2745"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11992"
"2017-05-01 00:00:00","python","16190"
"2017-05-01 00:00:00","javascript","22400"
"2017-05-01 00:00:00","c++","5305"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21598"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2354"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11310"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4692"
"2017-06-01 00:00:00","python","16033"
"2017-06-01 00:00:00","java","14626"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11776"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21622"
"2017-07-01 00:00:00","python","16923"
"2017-07-01 00:00:00","c","2051"
"2017-07-01 00:00:00","java","14158"
"2017-07-01 00:00:00","php","11794"
"2017-07-01 00:00:00","c++","5025"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4586"
"2017-08-01 00:00:00","java","13766"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10955"
"2017-08-01 00:00:00","c","2048"
"2017-08-01 00:00:00","python","16469"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4796"
"2017-08-01 00:00:00","javascript","21363"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4189"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","php","11662"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9877"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","python","15457"
"2017-09-01 00:00:00","java","12764"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4476"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19003"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10706"
"2017-09-01 00:00:00","swift","3780"
"2017-10-01 00:00:00","javascript","19879"
"2017-10-01 00:00:00","c","2786"
"2017-10-01 00:00:00","c#","10237"
"2017-10-01 00:00:00","php","10842"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16954"
"2017-10-01 00:00:00","java","14027"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5223"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14194"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","php","10613"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2959"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9799"
"2017-11-01 00:00:00","python","17002"
"2017-11-01 00:00:00","javascript","19421"
"2017-11-01 00:00:00","c++","5040"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4462"
"2017-12-01 00:00:00","c#","8615"
"2017-12-01 00:00:00","java","11991"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16993"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9152"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","python","14952"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16251"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","java","12360"
"2018-01-01 00:00:00","javascript","18922"
"2018-01-01 00:00:00","c#","9391"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4760"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10136"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4200"
"2018-02-01 00:00:00","java","12048"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8588"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","python","16331"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","javascript","17228"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3416"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","php","9146"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19168"
"2018-03-01 00:00:00","c#","9799"
"2018-03-01 00:00:00","c","2473"
"2018-03-01 00:00:00","python","17909"
"2018-03-01 00:00:00","c++","5189"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13582"
"2018-03-01 00:00:00","php","9852"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4065"
"2018-04-01 00:00:00","java","13501"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2192"
"2018-04-01 00:00:00","c#","9254"
"2018-04-01 00:00:00","javascript","17970"
"2018-04-01 00:00:00","php","8947"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16987"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c#","9938"
"2018-05-01 00:00:00","c++","4691"
"2018-05-01 00:00:00","python","17582"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18083"
"2018-05-01 00:00:00","c","2373"
"2018-05-01 00:00:00","java","13483"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9487"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1838"
"2018-06-01 00:00:00","c#","8797"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c++","4103"
"2018-06-01 00:00:00","java","11803"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17198"
"2018-06-01 00:00:00","r","4489"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8451"
"2018-06-01 00:00:00","python","16813"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11774"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9415"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1604"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17935"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17813"
"2018-07-01 00:00:00","php","8570"
"2018-07-01 00:00:00","c++","3918"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9531"
"2018-08-01 00:00:00","python","17821"
"2018-08-01 00:00:00","c","1691"
"2018-08-01 00:00:00","java","11373"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3932"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17921"
"2018-08-01 00:00:00","ruby","881"
"2018-08-01 00:00:00","php","8540"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8412"
"2018-09-01 00:00:00","c++","3771"
"2018-09-01 00:00:00","python","16084"
"2018-09-01 00:00:00","c","1856"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","javascript","16082"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7741"
"2018-09-01 00:00:00","java","10829"
"2018-09-01 00:00:00","ruby","780"
"2018-09-01 00:00:00","r","3793"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12624"
"2018-10-01 00:00:00","php","8268"
"2018-10-01 00:00:00","r","4387"
"2018-10-01 00:00:00","c#","9383"
"2018-10-01 00:00:00","c","2482"
"2018-10-01 00:00:00","c++","4343"
"2018-10-01 00:00:00","assembly","327"
"2018-10-01 00:00:00","go","797"
"2018-10-01 00:00:00","javascript","17524"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18253"
"2018-11-01 00:00:00","javascript","16281"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18142"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8538"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11848"
"2018-11-01 00:00:00","c++","4402"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2998"
"2018-11-01 00:00:00","r","4269"
"2018-11-01 00:00:00","php","7188"
"2018-12-01 00:00:00","javascript","14386"
"2018-12-01 00:00:00","java","10576"
"2018-12-01 00:00:00","c#","7608"
"2018-12-01 00:00:00","c","2228"
"2018-12-01 00:00:00","php","6315"
"2018-12-01 00:00:00","python","15858"
"2018-12-01 00:00:00","c++","3606"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2796"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3433"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11152"
"2019-01-01 00:00:00","assembly","226"
"2019-01-01 00:00:00","c#","8825"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2317"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17098"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16114"
"2019-01-01 00:00:00","php","7296"
"2019-01-01 00:00:00","c++","3938"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2927"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c#","8375"
"2019-02-01 00:00:00","python","17577"
"2019-02-01 00:00:00","c","2061"
"2019-02-01 00:00:00","java","11028"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","c++","3748"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","253"
"2019-02-01 00:00:00","javascript","15735"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7329"
"2019-02-01 00:00:00","r","4260"
"2019-02-01 00:00:00","swift","2696"
"2019-03-01 00:00:00","java","12062"
"2019-03-01 00:00:00","c++","4427"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","javascript","17338"
"2019-03-01 00:00:00","c","2385"
"2019-03-01 00:00:00","c#","8968"
"2019-03-01 00:00:00","php","7805"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","19921"
"2019-03-01 00:00:00","r","4501"
"2019-03-01 00:00:00","ruby","844"
"2019-03-01 00:00:00","swift","2960"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16194"
"2019-04-01 00:00:00","assembly","306"
"2019-04-01 00:00:00","c#","9135"
"2019-04-01 00:00:00","php","7193"
"2019-04-01 00:00:00","c++","4380"
"2019-04-01 00:00:00","c","2432"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11180"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19832"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4600"
"2019-05-01 00:00:00","c#","9033"
"2019-05-01 00:00:00","assembly","238"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16152"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11117"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4128"
"2019-05-01 00:00:00","php","6968"
"2019-05-01 00:00:00","r","4296"
"2019-05-01 00:00:00","python","18918"
"2019-05-01 00:00:00","swift","3116"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9657"
"2019-06-01 00:00:00","javascript","14828"
"2019-06-01 00:00:00","c#","7615"
"2019-06-01 00:00:00","go","530"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6022"
"2019-06-01 00:00:00","c++","3647"
"2019-06-01 00:00:00","c","1729"
"2019-06-01 00:00:00","python","17246"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3098"
"2019-06-01 00:00:00","r","3954"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c++","4267"
"2019-07-01 00:00:00","c","1760"
"2019-07-01 00:00:00","c#","8451"
"2019-07-01 00:00:00","java","10853"
"2019-07-01 00:00:00","python","19779"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16173"
"2019-07-01 00:00:00","r","4211"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","637"
"2019-07-01 00:00:00","swift","3052"
"2019-07-01 00:00:00","php","6680"
"2019-08-01 00:00:00","c#","7721"
"2019-08-01 00:00:00","c","1555"
"2019-08-01 00:00:00","c++","3298"
"2019-08-01 00:00:00","python","18060"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","636"
"2019-08-01 00:00:00","javascript","15238"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5818"
"2019-08-01 00:00:00","java","9111"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","195"
"2019-08-01 00:00:00","swift","2555"
"2019-08-01 00:00:00","r","3953"
"2019-09-01 00:00:00","java","9692"
"2019-09-01 00:00:00","c","2008"
"2019-09-01 00:00:00","c#","7851"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","javascript","14896"
"2019-09-01 00:00:00","c++","3781"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5580"
"2019-09-01 00:00:00","go","622"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16899"
"2019-09-01 00:00:00","r","3946"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8423"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4843"
"2019-10-01 00:00:00","python","20471"
"2019-10-01 00:00:00","javascript","15995"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2485"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11235"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6097"
"2019-10-01 00:00:00","swift","3110"
"2019-10-01 00:00:00","r","4386"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8037"
"2019-11-01 00:00:00","c++","4735"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10343"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15765"
"2019-11-01 00:00:00","php","6107"
"2019-11-01 00:00:00","r","4292"
"2019-11-01 00:00:00","go","611"
"2019-11-01 00:00:00","python","20640"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2895"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9058"
"2019-12-01 00:00:00","c#","7222"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18145"
"2019-12-01 00:00:00","c","2155"
"2019-12-01 00:00:00","c++","4210"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","669"
"2019-12-01 00:00:00","javascript","14325"
"2019-12-01 00:00:00","swift","2678"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5251"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c#","7828"
"2020-01-01 00:00:00","c","2054"
"2020-01-01 00:00:00","python","20025"
"2020-01-01 00:00:00","java","9999"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4245"
"2020-01-01 00:00:00","r","4153"
"2020-01-01 00:00:00","go","652"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","javascript","16058"
"2020-01-01 00:00:00","swift","2908"
"2020-01-01 00:00:00","php","5921"
"2020-02-01 00:00:00","c#","7731"
"2020-02-01 00:00:00","c","1992"
"2020-02-01 00:00:00","c++","4104"
"2020-02-01 00:00:00","python","20091"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","666"
"2020-02-01 00:00:00","javascript","15788"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","php","5705"
"2020-02-01 00:00:00","java","10078"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2767"
"2020-02-01 00:00:00","r","4695"
"2020-03-01 00:00:00","java","11101"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2497"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7808"
"2020-03-01 00:00:00","python","22778"
"2020-03-01 00:00:00","c++","4662"
"2020-03-01 00:00:00","assembly","298"
"2020-03-01 00:00:00","javascript","17612"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","r","5127"
"2020-03-01 00:00:00","php","5704"
"2020-03-01 00:00:00","swift","2927"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12673"
"2020-04-01 00:00:00","assembly","379"
"2020-04-01 00:00:00","c++","6241"
"2020-04-01 00:00:00","c#","8614"
"2020-04-01 00:00:00","c","3256"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20967"
"2020-04-01 00:00:00","go","803"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6687"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27716"
"2020-04-01 00:00:00","swift","3465"
"2020-04-01 00:00:00","r","6175"
"2020-05-01 00:00:00","java","12088"
"2020-05-01 00:00:00","c#","8632"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3386"
"2020-05-01 00:00:00","javascript","21543"
"2020-05-01 00:00:00","go","765"
"2020-05-01 00:00:00","c++","6444"
"2020-05-01 00:00:00","php","6579"
"2020-05-01 00:00:00","python","29552"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","697"
"2020-05-01 00:00:00","r","6022"
"2020-05-01 00:00:00","swift","3536"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10868"
"2020-06-01 00:00:00","c++","5641"
"2020-06-01 00:00:00","c","2602"
"2020-06-01 00:00:00","php","5976"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7927"
"2020-06-01 00:00:00","go","713"
"2020-06-01 00:00:00","javascript","19906"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27214"
"2020-06-01 00:00:00","r","5451"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3183"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10501"
"2020-07-01 00:00:00","javascript","19952"
"2020-07-01 00:00:00","c++","5187"
"2020-07-01 00:00:00","c#","7838"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2107"
"2020-07-01 00:00:00","python","26373"
"2020-07-01 00:00:00","php","5992"
"2020-07-01 00:00:00","r","4944"
"2020-07-01 00:00:00","go","649"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3003"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18121"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9390"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c#","7104"
"2020-08-01 00:00:00","r","4509"
"2020-08-01 00:00:00","c","1899"
"2020-08-01 00:00:00","python","23163"
"2020-08-01 00:00:00","php","5023"
"2020-08-01 00:00:00","c++","4799"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2704"
"2020-09-01 00:00:00","java","9019"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","c","2178"
"2020-09-01 00:00:00","c#","6496"
"2020-09-01 00:00:00","javascript","16842"
"2020-09-01 00:00:00","assembly","297"
"2020-09-01 00:00:00","c++","3951"
"2020-09-01 00:00:00","go","736"
"2020-09-01 00:00:00","r","4774"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","ruby","517"
"2020-09-01 00:00:00","python","21873"
"2020-09-01 00:00:00","swift","2581"
"2020-09-01 00:00:00","php","4812"
"2020-10-01 00:00:00","c#","6784"
"2020-10-01 00:00:00","c++","4603"
"2020-10-01 00:00:00","python","25443"
"2020-10-01 00:00:00","assembly","370"
"2020-10-01 00:00:00","java","10240"
"2020-10-01 00:00:00","c","2479"
"2020-10-01 00:00:00","go","634"
"2020-10-01 00:00:00","javascript","18423"
"2020-10-01 00:00:00","delphi","190"
"2020-10-01 00:00:00","ruby","531"
"2020-10-01 00:00:00","r","5651"
"2020-10-01 00:00:00","swift","2645"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","php","5219"
"2020-11-01 00:00:00","c","2893"
"2020-11-01 00:00:00","delphi","209"
"2020-11-01 00:00:00","go","598"
"2020-11-01 00:00:00","javascript","18092"
"2020-11-01 00:00:00","java","10245"
"2020-11-01 00:00:00","c#","6775"
"2020-11-01 00:00:00","assembly","411"
"2020-11-01 00:00:00","python","25853"
"2020-11-01 00:00:00","perl","151"
"2020-11-01 00:00:00","c++","4712"
"2020-11-01 00:00:00","php","5496"
"2020-11-01 00:00:00","ruby","583"
"2020-11-01 00:00:00","r","5663"
"2020-11-01 00:00:00","swift","2617"
"2020-12-01 00:00:00","delphi","212"
